wiki_id	label_zh	label_ru	country	type
http://www.wikidata.org/entity/Q2080584	喬爾諾耶湖	Чёрное озеро	http://www.wikidata.org/entity/Q184	lake
http://www.wikidata.org/entity/Q2080644	盧巴尼湖	Любань	http://www.wikidata.org/entity/Q184	lake
http://www.wikidata.org/entity/Q2080668	博布羅維奇斯科耶湖	Бобровичское	http://www.wikidata.org/entity/Q184	lake
http://www.wikidata.org/entity/Q2088583	阿托拉瓦湖	Отолово	http://www.wikidata.org/entity/Q184	lake
http://www.wikidata.org/entity/Q2122126	阿古利斯科耶湖	Агульское озеро	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q2132225	拉茲瓦爾湖	Развал (озеро)	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3458892	努亞瑪湖	Нуйямаярви	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3491078	薩克斯克湖	Сакское озеро	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3491078	薩克斯克湖	Сакское озеро	http://www.wikidata.org/entity/Q212	lake
http://www.wikidata.org/entity/Q3497112	伊卡茲尼湖	Иказнь	http://www.wikidata.org/entity/Q184	lake
http://www.wikidata.org/entity/Q3503365	索斯諾沃埃湖	Сосновое озеро	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3561592	布薩尼湖	Бусани	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3561840	皮羅斯湖	Пирос	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3565889	奇利亞湖	Чля	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3565914	切爾諾庫利因斯卡埃湖	Чернокурьинское	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q2229990	烏德利湖	Удыль	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q2230366	塔瓦圖伊湖	Таватуй	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q2235821	埃沃龍湖	Эворон	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q2273289	謝爾格湖	Сергозеро	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q2330113	亞爾普格湖	Ялпуг	http://www.wikidata.org/entity/Q212	lake
http://www.wikidata.org/entity/Q2335819	布列別涅斯庫爾湖	Бребенескуль	http://www.wikidata.org/entity/Q212	lake
http://www.wikidata.org/entity/Q2350647	坦布坎湖	Тамбукан	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q2363301	格盧博科耶湖	Глубокое	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3565919	卡季湖	Кади	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3565929	布盧赫塔湖	Булухта	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3565950	小葉拉夫諾耶湖	Малое Еравное озеро	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3565978	薩爾泰姆湖	Салтаим	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3565995	坦多沃湖	Тандово	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3566200	胡米湖	Хумми	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3566207	佩諾湖	Пено	http://www.wikidata.org/entity/Q159	lake
http://www.wikidata.org/entity/Q3566233	喬克拉齊克湖	Чокракское озеро	http://www.wikidata.org/entity/Q212	lake
http://www.wikidata.org/entity/Q3566253	列比亞日耶湖	Лебяжье	http://www.wikidata.org/entity/Q159	lake
